 id ,CompanySize,CompanyType,CompetePeers,DeveloperType,HaveAssembly,HaveC,HaveC#,HaveC++,HaveJava,HaveJavaScript,HaveObjective-C,HavePHP,HavePerl,HavePython,HaveR,HaveRuby,HaveSQL,HaveSwift,HaveTypeScript,HaveVB.NET,HaveVBA,JobSatisfaction,MajorUndergrad,Salary,WantAssembly,WantC,WantC#,WantC++,WantJava,WantJavaScript,WantObjective-C,WantPHP,WantPerl,WantPython,WantR,WantRuby,WantSQL,WantSwift,WantTypeScript,WantVB.NET,WantVBA
3128,20 to 99 employees,Venture-funded startup,Agree,Web developer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3144,10000 or more employees,Privately-held limited company not in startup mode,Agree,Mobile developer,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,Computer science or software engineering,20001-30000,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
3157,10 to 19 employees,Venture-funded startup,Agree,Web developer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3165,10000 or more employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,10001-20000,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
3168,20 to 99 employees,Venture-funded startup,Strongly disagree,Web developer,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,9,Information technology networking or system administration,80001-90000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3181,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Computer science or software engineering,20001-30000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3187,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,110001-120000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3201,500 to 999 employees,Privately-held limited company not in startup mode,Agree,Other,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,A non-computer-focused engineering discipline,1-10000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3203,20 to 99 employees,Publicly-traded corporation,Somewhat agree,Mobile developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer science or software engineering,40001-50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3204,10 to 19 employees,Pre-series A startup,Somewhat agree,Web developer,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,10,Information technology networking or system administration,10001-20000,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
3240,10000 or more employees,Government agency or public school/university,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,Computer programming or Web development,1-10000,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3246,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9,Computer science or software engineering,70001-80000,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3252,20 to 99 employees,Government agency or public school/university,Disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer programming or Web development,40001-50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3256,10 to 19 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,1-10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3263,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8,Computer science or software engineering,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3266,10 to 19 employees,Pre-series A startup,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,20001-30000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3269,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,7,Computer science or software engineering,10001-20000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3287,10000 or more employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,7,Computer engineering or electrical/electronics engineering,30001-40000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3301,10000 or more employees,Privately-held limited company not in startup mode,Agree,Other,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,8,Computer science or software engineering,70001-80000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3303,1000 to 4999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,80001-90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,500 to 999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,Computer science or software engineering,90001-100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3308,5000 to 9999 employees,Publicly-traded corporation,Somewhat agree,Desktop applications developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Information technology networking or system administration,1-10000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3315,500 to 999 employees,Publicly-traded corporation,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,30001-40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,Computer engineering or electrical/electronics engineering,50001-60000,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3340,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,9,Computer science or software engineering,70001-80000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3342,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Strongly disagree,Other,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,Computer science or software engineering,70001-80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,Computer science or software engineering,10001-20000,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
3351,20 to 99 employees,Pre-series A startup,Disagree,Web developer,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5,Management information systems,1-10000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3366,100 to 499 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,Computer programming or Web development,1-10000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3371,Fewer than 10 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,A natural science,1-10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3375,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5,A natural science,40001-50000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3376,Fewer than 10 employees,Pre-series A startup,Disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,Something else,80001-90000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3382,10000 or more employees,State-owned company,Disagree,Embedded applications/devices developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Computer engineering or electrical/electronics engineering,20001-30000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,500 to 999 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,Computer science or software engineering,10001-20000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3387,Fewer than 10 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,6,A humanities discipline,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,10000 or more employees,Privately-held limited company not in startup mode,Agree,Embedded applications/devices developer,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,A non-computer-focused engineering discipline,40001-50000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3396,20 to 99 employees,Venture-funded startup,Strongly disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer programming or Web development,20001-30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,100 to 499 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,Computer science or software engineering,20001-30000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3408,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,7,Computer science or software engineering,80001-90000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3411,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4,Computer engineering or electrical/electronics engineering,50001-60000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3421,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Mobile developer,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,Fewer than 10 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3442,5000 to 9999 employees,Privately-held limited company not in startup mode,Disagree,Desktop applications developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Computer science or software engineering,40001-50000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3455,100 to 499 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3456,500 to 999 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,Computer science or software engineering,40001-50000,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3458,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9,Computer science or software engineering,1-10000,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
3469,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,Computer science or software engineering,140001-150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,500 to 999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Mathematics or statistics,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9,Computer science or software engineering,50001-60000,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
3515,500 to 999 employees,Privately-held limited company not in startup mode,Agree,Desktop applications developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3558,100 to 499 employees,State-owned company,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,9,Computer programming or Web development,40001-50000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3561,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Embedded applications/devices developer,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Computer science or software engineering,30001-40000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,10,Computer engineering or electrical/electronics engineering,1-10000,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
3570,20 to 99 employees,Venture-funded startup,Agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,Fine arts or performing arts,70001-80000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3588,500 to 999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,Computer programming or Web development,10001-20000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3593,1000 to 4999 employees,Publicly-traded corporation,Strongly disagree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Computer engineering or electrical/electronics engineering,50001-60000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3600,100 to 499 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,Management information systems,30001-40000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3606,Fewer than 10 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Mathematics or statistics,1-10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3608,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Computer science or software engineering,10001-20000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Developer with a statistics or mathematics background,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3616,10000 or more employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,Computer science or software engineering,70001-80000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3624,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Computer engineering or electrical/electronics engineering,60001-70000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Computer engineering or electrical/electronics engineering,40001-50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3636,10 to 19 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3641,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,Computer science or software engineering,20001-30000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3649,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,Computer science or software engineering,30001-40000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3655,100 to 499 employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,A business discipline,100001-110000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3657,10 to 19 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Computer science or software engineering,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
3659,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,10,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Mobile developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3718,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3724,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Computer programming or Web development,20001-30000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3736,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,Computer programming or Web development,70001-80000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3742,Fewer than 10 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Computer engineering or electrical/electronics engineering,10001-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,100 to 499 employees,Government agency or public school/university,Disagree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,20001-30000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Developer with a statistics or mathematics background,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Mathematics or statistics,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,Fewer than 10 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,A natural science,1-10000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3753,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Embedded applications/devices developer,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,8,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,1000 to 4999 employees,Government agency or public school/university,Agree,Data scientist,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,A business discipline,50001-60000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3774,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,Computer science or software engineering,1-10000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3777,500 to 999 employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,Computer science or software engineering,50001-60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3779,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,Mathematics or statistics,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3800,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,50001-60000,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
3815,100 to 499 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Computer science or software engineering,80001-90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,100 to 499 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,10001-20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3827,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3829,100 to 499 employees,I prefer not to answer,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,Computer programming or Web development,1-10000,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3830,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Mobile developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,Mathematics or statistics,10001-20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3832,20 to 99 employees,Venture-funded startup,Agree,Mobile developer,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,10,Something else,80001-90000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3833,5000 to 9999 employees,Publicly-traded corporation,Disagree,Web developer,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7,A non-computer-focused engineering discipline,60001-70000,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3834,20 to 99 employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Computer science or software engineering,1-10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3838,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer engineering or electrical/electronics engineering,60001-70000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Embedded applications/devices developer,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Computer engineering or electrical/electronics engineering,80001-90000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3863,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3865,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Strongly disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Computer science or software engineering,20001-30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3870,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Desktop applications developer,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Computer science or software engineering,10001-20000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3875,10000 or more employees,Government agency or public school/university,Strongly disagree,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,Mathematics or statistics,40001-50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3878,20 to 99 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,10001-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,Computer science or software engineering,40001-50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3893,Fewer than 10 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4,Computer science or software engineering,20001-30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3895,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,Computer engineering or electrical/electronics engineering,10001-20000,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3901,1000 to 4999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,A natural science,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,5000 to 9999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,Computer science or software engineering,30001-40000,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3911,10000 or more employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,Something else,1-10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3916,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,Computer science or software engineering,10001-20000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3925,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Computer programming or Web development,1-10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3941,Fewer than 10 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,8,Computer science or software engineering,10001-20000,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3943,1000 to 4999 employees,Publicly-traded corporation,Agree,Desktop applications developer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,A humanities discipline,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3944,Fewer than 10 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,8,Computer science or software engineering,20001-30000,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3947,10000 or more employees,Privately-held limited company not in startup mode,Somewhat agree,Embedded applications/devices developer,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Computer engineering or electrical/electronics engineering,1-10000,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
